#streetID congestion_degree
117936055 0.0
235181827 0.0
15458826 :
48443290 0.0
175921929 0.0
184288130 0.0
15459441 :
15460423 0.0
15460424 0.0
235181825 0.0
235181833 0.0
15460423 :
15458822 0.0
235181833 0.0
15460424 :
15459441 0.0
184775531 0.0
184775534 0.0
184775539 0.0
15460427 :
15458824 0.0
48443290 0.0
235181827 0.0
15460428 :
15458821 0.0
44583010 0.0
48832144 0.0
15460430 :
15451994 0.0
15460431 0.0
129767549 0.0
15460431 :
15460432 0.0
48443099 0.0
129767549 0.0
15460432 :
48443099 0.0
48443290 0.0
48443293 0.0
15460826 :
15460827 0.0
48443294 0.0
175921938 0.0
15460827 :
48443099 0.0
175921938 0.0
15460960 :
15460961 0.0
129767549 0.0
184775542 0.0
219168727 0.0
15460961 :
15451994 0.0
54688514 0.0
54688662 0.0
129767549 0.0
184775542 0.0
15461487 :
15451994 0.0
189749279 0.0
201512877 0.0
15461489 :
13888962 0.0
125407892 0.0
128648684 0.0
15461492 :
27414045 0.0
48204289 0.0
48834904 0.0
125407892 0.0
137347054 0.0
15461495 :
27414045 0.0
48834904 0.0
125407892 0.0
187233983 0.0
231833869 0.0
15462199 :
104994556 0.0
188107488 0.0
15462202 :
118709892 0.0
250054893 0.0
15462203 :
15462202 0.0
15462205 0.0
118709890 0.0
184775540 0.0
250054893 0.0
15462205 :
10141284 0.0
15462203 0.0
144097906 0.0
144175958 0.0
144912413 0.0
144912414 0.0
15462992 :
23482095 0.0
23482098 0.0
185140292 0.0
15462993 :
23393774 0.0
58521757 0.0
102159278 0.0
102159406 0.0
185140292 0.0
15462994 :
23199402 0.0
23393721 0.0
24358809 0.0
15462996 :
42035762 0.0
57399045 0.0
57399046 0.0
57399047 0.0
124195112 0.0
15462998 :
124643465 0.0
163717135 0.0
15462999 :
23393766 0.0
24535904 0.0
124195108 0.0
124195109 0.0
194401419 0.0
195653027 0.0
15463001 :
35023082 0.0
193753110 0.0
15463305 :
24459537 0.0
27380173 0.0
59243606 0.0
77153626 0.0
81944471 0.0
124643379 0.0
145282155 0.0
15699681 :
24235774 0.0
29977245 0.0
32767057 0.0
32767059 0.0
15700143 :
24235871 0.0
15701235 :
15702556 0.0
24235997 0.0
29977245 0.0
32766783 0.0
32909338 0.0
32909346 0.0
32909348 0.0
32909351 0.0
32909352 0.0
32909353 0.0
36255924 0.0
36255925 0.0
36255930 0.0
232330732 0.0
235599938 0.0
15702556 :
8546297 0.0
15701235 0.0
32909353 0.0
32909354 0.0
36251646 0.0
36251659 0.0
36255911 0.0
36255917 0.0
36255918 0.0
36255919 0.0
36255920 0.0
15703627 :
26184229 0.0
26184231 0.0
235599940 0.0
15707020 :
29263705 0.0
29263964 0.0
77161138 0.0
126351660 0.0
127734831 0.0
209449260 0.0
226987820 0.0
15738307 :
102188147 0.0
15738312 :
151304553 0.0
185170159 0.0
15739912 :
148634434 0.0
148634435 0.0
15741033 :
164645407 0.0
164645411 0.0
219347590 0.0
15741034 :
164645407 0.0
15741035 :
136545721 0.0
15741472 :
15741473 0.0
136545716 0.0
15741473 :
15741472 0.0
15741475 0.0
15741475 :
15741473 0.0
27786214 0.0
136545711 0.0
136545730 0.0
15741810 :
15741811 0.0
34382547 0.0
15741811 :
15741810 0.0
34382547 0.0
97177665 0.0
15800956 :
18124014 0.0
24225445 0.0
24225484 0.0
24449316 0.0
24449349 0.0
34755073 0.0
41762678 0.0
41762679 0.0
73908819 0.0
157472418 0.0
157472421 0.0
157473402 0.0
202685626 0.0
15801034 :
188066221 0.0
15801114 :
82283100 0.0
18124014 :
15800956 0.0
59525182 0.0
187943822 0.0
18596163 :
59287672 0.0
18621875 :
29471821 0.0
29919978 0.0
132367227 0.0
135805200 0.0
199913679 0.0
18621880 :
23185193 0.0
125889391 0.0
126957331 0.0
137939251 0.0
18763527 :
22873742 0.0
122374424 0.0
18883388 :
29249458 0.0
29249470 0.0
96898351 0.0
96898371 0.0
185130664 0.0
18888065 :
15450768 0.0
24186920 0.0
33281253 0.0
19735142 :
28214195 0.0
190816608 0.0
19735205 :
4245317 0.0
4245341 0.002715395165061051
28183377 0.0
48585794 0.0
19735692 :
25752430 0.0
97165938 0.0
97165977 0.0
202490543 0.03812992259624588
19735698 :
19735845 0.06679465735133441
24179318 0.0
25752412 0.0
111142016 0.0
140838296 0.0
251348156 0.0
19735845 :
19735698 0.0
24179318 0.0
25752412 0.0
130269666 0.002916239953819504
19754726 :
22951603 0.0
25752503 0.009833300003839472
20507982 :
102151601 0.0
142981152 0.0
20507983 :
27208218 0.0
27293710 0.0
27458623 0.0
105215548 0.0
191773015 0.0
218363686 0.0
20567062 :
168301930 0.0
202486290 0.0
20567063 :
24162332 0.0
24450752 0.0
28771145 0.0
20573651 :
24057887 0.0
30702930 0.0
35069691 0.0
105215543 0.0
20573654 :
105215547 0.0
105215551 0.0
184817929 0.0
20573656 :
35795096 0.0
123981337 0.0
128384827 0.0
20573659 :
123981337 0.0
125860591 0.0
20573662 :
29983582 0.0
123981337 0.0
125860591 0.0
20573677 :
124066226 0.0
129889552 0.0
20573679 :
129889565 0.0
129889569 0.0
20573680 :
129889565 0.0
129889569 0.0
20573681 :
122173854 0.0
129889558 0.0
20573682 :
122173849 0.0
122173854 0.0
20573684 :
95670251 0.0
143408582 0.0
20573685 :
35446365 0.0
143408582 0.0
20573686 :
35446363 0.0
129889557 0.0
20573692 :
123953422 0.0
129889553 0.0
20573694 :
123953422 0.0
123953426 0.0
20573696 :
122403444 0.0
122403445 0.0
20573698 :
143408579 0.0
143408581 0.0
20576516 :
93381004 0.0
93381008 0.0
20576530 :
124205536 0.0
20862748 :
15456328 0.0
48675659 0.0
122224239 0.0
20862750 :
15458824 0.0
28524436 0.0
33238119 0.0
85188434 0.0
20862754 :
20931236 0.0
44583377 0.0
61129563 0.0
61129567 0.0
175921925 0.0
20865425 :
47984078 0.0
61129562 0.0
125197113 0.0
125197114 0.0
20866165 :
95132321 0.0
96000348 0.0
20869260 :
93613035 0.0
20869264 :
27808381 0.0
47984078 0.0
61129568 0.0
204472898 0.0
20870169 :
121897314 0.0
121897335 0.0
20870170 :
121897313 0.0
121897336 0.0
20871112 :
20869260 0.0
20871114 0.0
20878292 0.0
20871114 :
20871112 0.0
20878292 0.0
27314702 0.0
27808290 0.0
58434496 0.0
245218218 0.0
20878275 :
20894079 0.0
144912408 0.0
184986193 0.0
184986195 0.0
20878280 :
20900287 0.0
20900295 0.002422273489595569
122079498 0.0
146288704 0.0
20878284 :
20894089 0.0
74441343 0.0
106877653 0.0
106877672 0.0
130248364 0.0
130248366 0.0
250054889 0.0
20878286 :
20894089 0.0
20894092 0.0
20909415 0.0
100006590 0.0
106877653 0.0
106877672 0.0
122079496 0.0
130248364 0.0
130248371 0.0
20878288 :
20884507 0.0
20887620 0.0
49493193 0.0
97153695 0.0
97153705 0.0
122079497 0.0
122081882 0.0
144575865 0.0275169917677133
184680518 0.0
211027004 0.0
20878292 :
20871112 0.0
20871114 0.0
20878296 0.0
20878296 :
20878292 0.0
20878299 :
245218218 0.0
245218219 0.0
20881234 :
20931243 0.0
61129565 0.0
120512036 0.0
20881235 :
20881237 0.0
20910587 0.0
48443099 0.0
61129567 0.0
121403198 0.0
121898319 0.0
20881237 :
20881234 0.0
20881235 0.0
20881246 :
95132316 0.0
185143765 0.0
20882915 :
121897313 0.0
220272852 0.0
20882917 :
27808306 0.0
121403195 0.0
220272850 0.0
222120972 0.27722620836122724
20882920 :
27808498 0.0
58414498 0.0
169506729 0.0
169506734 0.0
220272849 0.0
20882924 :
122081882 0.0
177433017 0.0
177433021 0.0012001520622695837
184680518 0.0
20884504 :
20894081 0.0
121916629 0.0
122726330 0.0
20884507 :
20878288 0.0
177433019 0.0
177433021 0.0
20884510 :
52708358 0.0
97153697 0.0
130248360 0.0
177433020 0.0
177433021 0.0
20884512 :
144575855 0.0
177433018 0.0
20887610 :
144916769 0.0
144916775 0.0
247050049 0.0
20887611 :
27808498 0.0
30018460 0.0
220272851 0.0
220272860 0.0
20887615 :
30018429 0.0
169506731 0.0
169506732 0.0
220272854 0.0
20887619 :
184680516 0.0
184680518 0.0
184680524 0.0
184680526 0.36898511595889827
20887620 :
20878288 0.0
60007104 0.0
144575860 0.0
191800855 0.0
203236226 0.0
20887622 :
20887625 0.0
60007097 0.0
201512867 0.0
201512871 0.0
20887624 :
20888529 0.0
106708510 0.0
161175236 0.0
161175237 0.0
20887625 :
20887622 0.0
235181826 0.0
235181831 0.0
20888526 :
161183811 0.0
187233974 0.0
187233989 0.0
187233992 0.0
20888529 :
20887624 0.0
187233970 0.0
20888530 :
20887624 0.0
106708510 0.0
187233970 0.0
20894070 :
96419804 0.0
96422179 0.0
96422211 0.0
216631182 0.0
20894072 :
121916628 0.0
122726333 0.0
184986202 0.0
190043683 0.0
20894076 :
121916628 0.0
184986195 0.0
20894079 :
20900316 0.0
144912408 0.0
20894081 :
20884504 0.0011617293541637255
20900311 0.0
47246709 0.0
122726330 0.0
190043641 0.0
20894083 :
20900309 0.0
28524020 0.0
97153698 0.0
97153699 0.0
122726333 0.0
130248366 0.0
144912415 0.0
144912416 0.0
250054890 0.0
20894087 :
20900309 0.0
20900314 0.0
45869638 0.0
97153698 0.0
115369201 0.0
122726333 0.0
130248366 0.0
144912411 0.0
144912416 0.0
184680516 0.0
250054890 0.0
20894089 :
20878284 0.0
20878286 0.0
20909415 0.0
20894090 :
28523983 0.0
28523985 0.0
121464268 0.0
20894092 :
33279194 0.0
130248357 0.0
130248371 0.0
20894094 :
124516100 0.0
144097880 0.0
161183800 0.0
220272843 0.0
20900287 :
20878280 0.0
20909408 0.0
122079498 0.0
137047675 0.0
185556976 0.0
20900290 :
232148105 0.0
232148106 0.0
20900295 :
20878280 0.0
20900305 0.0
20909412 0.0
24186878 0.03247506086504444
106877644 0.0
144916776 0.0
146288704 0.0
203236225 0.0
220272858 0.0
20900298 :
20909412 0.0
20909415 0.0
106877644 0.0
106877654 0.0
122079496 0.0
144916779 0.0
146288704 0.0
203236225 0.0
220272858 0.0
20900303 :
20878284 0.0
106877672 0.0
250054890 0.0
20900305 :
20900295 0.0
86975387 0.0
106877644 0.0
137892213 0.0
20900309 :
20894083 0.0
20894087 0.0
59043557 0.0
144912417 0.0
190043641 0.0
20900311 :
20894081 0.0
20894087 0.0
20900314 0.0
47246708 0.0
144912417 0.0
190043641 0.0
20900314 :
20894083 0.0
20894087 0.0
28524020 0.0
20900316 :
20894083 0.0
20900319 0.0
20900321 0.0
20904917 0.0
144912416 0.0
20900319 :
20900316 0.0
28524020 0.0
20900321 :
20900316 0.0
28524020 0.0
106877675 0.0
20900326 :
20900298 0.0
100006590 0.0
106877644 0.0
106877654 0.0
130248357 0.0
144916779 0.0
203236224 0.0
20901242 :
13887779 0.0
15450139 0.0
27414045 0.0
48204290 0.0
164050021 0.0
187233981 0.0
20904917 :
20900316 0.0
175306756 0.0
20904919 :
144912412 0.0
184986196 0.0
184986202 0.0
190043683 0.0
20904922 :
20904925 0.0
27249922 0.0
122726330 0.0
130017517 0.0
130017518 0.0
130017520 0.0
190509874 0.0
20904925 :
20904922 0.0
20904928 0.0
20904931 0.0
184986210 0.0
20904928 :
20904925 0.0
130017518 0.0
20904931 :
20904925 0.0
130017518 0.0
20904934 :
149119879 0.0
149119880 0.0
149119886 0.0
20904938 :
144575855 0.0
220272846 0.0
222120976 0.0
20909408 :
20900287 0.0
114537765 0.0
185556976 0.0
187233970 0.0
20909411 :
20900287 0.0
137047675 0.0
187233970 0.0
20909412 :
20900295 0.0
20900298 0.0
20909415 0.0
20909415 :
20878286 0.0
20894089 0.0
20900298 0.0
20909412 0.0
20909420 :
54688661 0.0
201512871 0.0
20909423 :
144916776 0.0
161183813 0.0
185556975 0.0
20909427 :
138262563 0.0
138277779 0.0
